Referencia,FechaAlta,Tipo,Operación,Ciudad,Superficie,Precio Venta,Fecha Venta,Vendedor,Estatus,Días para Vender
1966,4/14/17,Oficina,Venta,Monterrey,265,1944570 ,9/27/18,Luisa,Vendida,531
1967,4/14/18,Industrial,Alquiler,Tijuana,189,1192401 ,3/20/19,Carmen,Vendida,340
1968,4/14/17,Local,Venta,Tijuana,193,1826938 ,9/12/18,Pedro,Vendida,516
1969,4/15/18,Industrial,Alquiler,Monterrey,154,960960 ,3/23/19,Jesús,Vendida,342
1970,4/16/18,Local,Venta,Ciudad de México,211,958151 ,2/1/19,Carmen,Vendida,291
1971,4/16/17,Casa,Venta,Cancún,196,1670116 ,9/19/18,Pedro,Vendida,521
1972,4/17/17,Departamento,Venta,Monterrey,220,1282820 ,11/25/18,Carmen,Vendida,587
1973,4/17/18,Terreno,Venta,Ciudad de México,244,1386164 ,3/27/19,María,Vendida,344
1974,4/18/18,Departamento,Alquiler,Ciudad de México,166,971100 ,3/2/19,Luisa,Vendida,318
1975,4/20/17,Oficina,Alquiler,Monterrey,120,1085160 ,8/14/18,Luisa,Vendida,481
1976,4/20/18,Oficina,Alquiler,Tijuana,89,673552 ,1/21/19,Luisa,Vendida,276
1977,4/21/17,Industrial,Venta,Ciudad de México,143,1258972 ,12/3/18,Luisa,Vendida,591
1978,4/21/17,Oficina,Venta,Monterrey,205,886215 ,12/5/18,Carmen,Vendida,593
1979,4/21/17,Terreno,Alquiler,Ciudad de México,121,652190 ,12/9/18,Luisa,Vendida,597
1980,4/22/18,Casa,Venta,Monterrey,107,668322 ,4/13/19,María,Vendida,356
1981,4/22/17,Oficina,Venta,Ciudad de México,62,433008 ,10/20/18,Carmen,Vendida,546
1982,4/22/17,Estacionamiento,Alquiler,Ciudad de México,94,559206 ,9/23/18,Joaquín,Vendida,519
1983,4/22/17,Local,Venta,Cancún,252,1690164 ,11/16/18,María,Vendida,573
1984,4/22/18,Oficina,Venta,Tijuana,160,745600 ,1/6/19,Joaquín,Vendida,259
1985,4/22/18,Terreno,Alquiler,Ciudad de México,48,224304 ,2/11/19,Luisa,Vendida,295
1986,4/22/17,Casa,Venta,Tijuana,289,1504823 ,10/31/18,Luisa,Vendida,557
1987,4/23/17,Estacionamiento,Venta,Monterrey,199,1777866 ,12/23/18,Jesús,Vendida,609
1988,4/23/17,Industrial,Alquiler,Monterrey,75,622200 ,11/26/18,María,Vendida,582
1989,4/23/17,Terreno,Venta,Monterrey,287,1567020 ,8/17/18,Carmen,Vendida,481
1990,4/25/18,Terreno,Alquiler,Monterrey,193,1363352 ,4/2/19,Carmen,Vendida,342
1991,4/25/18,Departamento,Alquiler,Cancún,212,1203524 ,4/14/19,Luisa,Vendida,354
1992,4/26/18,Local,Venta,Tijuana,218,2136182 ,1/14/19,Luisa,Vendida,263
1993,4/26/18,Industrial,Alquiler,Cancún,187,1359677 ,2/12/19,Pedro,Vendida,292
1994,4/27/17,Estacionamiento,Alquiler,Cancún,286,2398682 ,8/6/18,Joaquín,Vendida,466
1995,4/28/18,Estacionamiento,Alquiler,Monterrey,70,533680 ,1/9/19,María,Vendida,256
1996,4/28/17,Local,Alquiler,Cancún,279,1794807 ,11/18/18,Luisa,Vendida,569
1997,4/28/17,Estacionamiento,Alquiler,Cancún,270,1716390 ,11/22/18,Jesús,Vendida,573
1998,4/29/17,Local,Venta,Cancún,243,2047761 ,10/12/18,María,Vendida,531
1999,4/29/17,Casa,Venta,Ciudad de México,134,1024698 ,11/9/18,Jesús,Vendida,559
2000,4/29/17,Departamento,Alquiler,Ciudad de México,69,464577 ,9/20/18,Joaquín,Vendida,509
2001,4/29/18,Departamento,Alquiler,Ciudad de México,132,580800 ,3/13/19,Joaquín,Vendida,318
2002,4/29/18,Terreno,Venta,Ciudad de México,270,2364390 ,4/2/19,Luisa,Vendida,338
2003,4/30/17,Local,Alquiler,Monterrey,220,1548800 ,10/4/18,María,Vendida,522
2004,4/30/17,Departamento,Venta,Tijuana,200,1996000 ,8/5/18,Joaquín,Vendida,462
2005,5/1/18,Departamento,Venta,Ciudad de México,239,1264310 ,2/15/19,Carmen,Vendida,290
2006,5/1/18,Local,Venta,Monterrey,138,686826 ,4/30/19,María,Vendida,364
2007,5/1/17,Casa,Alquiler,Cancún,296,2813776 ,10/22/18,Luisa,Vendida,539
2008,5/1/18,Estacionamiento,Alquiler,Monterrey,123,984369 ,3/23/19,Pedro,Vendida,326
2009,5/2/18,Local,Venta,Tijuana,292,1538256 ,5/1/19,Jesús,Vendida,364
2010,5/2/18,Departamento,Venta,Tijuana,233,1220454 ,4/18/19,Carmen,Vendida,351
2011,5/2/17,Departamento,Alquiler,Cancún,238,1953742 ,12/19/18,Joaquín,Vendida,596
2012,5/2/17,Estacionamiento,Venta,Monterrey,205,1921260 ,12/17/18,María,Vendida,594
2013,5/3/17,Casa,Venta,Tijuana,148,749472 ,10/26/18,María,Vendida,541
2014,5/3/18,Industrial,Alquiler,Monterrey,250,1002500 ,1/16/19,Carmen,Vendida,258
2015,5/3/18,Casa,Venta,Monterrey,91,680043 ,2/3/19,Pedro,Vendida,276
2016,5/3/18,Industrial,Alquiler,Tijuana,188,1769644 ,2/23/19,Carmen,Vendida,296
2017,5/3/18,Departamento,Alquiler,Ciudad de México,144,1211184 ,2/27/19,María,Vendida,300
2018,5/4/18,Casa,Venta,Monterrey,294,1784580 ,1/28/19,Luisa,Vendida,269
2019,5/5/17,Estacionamiento,Venta,Ciudad de México,106,594130 ,12/3/18,Carmen,Vendida,577
2020,5/5/18,Local,Alquiler,Monterrey,250,2281250 ,3/8/19,Luisa,Vendida,307
2021,5/5/18,Casa,Venta,Ciudad de México,290,1853390 ,5/1/19,Luisa,Vendida,361
2022,5/8/18,Casa,Alquiler,Tijuana,257,1591344 ,1/19/19,Luisa,Vendida,256
2023,5/8/18,Oficina,Venta,Ciudad de México,92,783380 ,5/7/19,María,Vendida,364
2024,5/9/17,Departamento,Alquiler,Cancún,283,2072692 ,10/2/18,Carmen,Vendida,511
2025,5/9/18,Industrial,Venta,Monterrey,171,708795 ,4/7/19,Carmen,Vendida,333
2026,5/10/17,Departamento,Alquiler,Cancún,300,2585100 ,10/15/18,Luisa,Vendida,523
2027,5/11/17,Local,Venta,Tijuana,170,1602930 ,11/5/18,Joaquín,Vendida,543
2028,5/12/18,Estacionamiento,Alquiler,Tijuana,236,2001280 ,3/4/19,Jesús,Vendida,296
2029,5/12/17,Estacionamiento,Alquiler,Cancún,92,506184 ,12/29/18,María,Vendida,596
2030,5/12/18,Departamento,Venta,Cancún,106,729280 ,3/22/19,Jesús,Vendida,314
2031,5/12/18,Terreno,Alquiler,Ciudad de México,104,831896 ,2/22/19,Pedro,Vendida,286
2032,5/13/18,Local,Venta,Monterrey,216,2144448 ,1/26/19,María,Vendida,258
2033,5/13/17,Terreno,Alquiler,Ciudad de México,86,360942 ,11/17/18,Jesús,Vendida,553
2034,5/13/17,Oficina,Alquiler,Ciudad de México,275,1819950 ,11/11/18,Luisa,Vendida,547
2035,5/13/17,Oficina,Venta,Monterrey,221,1356498 ,10/10/18,Luisa,Vendida,515
2036,5/14/18,Estacionamiento,Alquiler,Tijuana,210,1371720 ,3/26/19,Pedro,Vendida,316
2037,5/14/17,Terreno,Alquiler,Cancún,197,1840571 ,10/10/18,Luisa,Vendida,514
2038,5/14/17,Local,Venta,Tijuana,139,560170 ,8/27/18,Jesús,Vendida,470
2039,5/14/17,Departamento,Alquiler,Cancún,199,817094 ,10/12/18,María,Vendida,516
2040,5/14/17,Terreno,Alquiler,Ciudad de México,195,1790490 ,12/16/18,Carmen,Vendida,581
2041,5/15/18,Estacionamiento,Venta,Cancún,67,615663 ,3/24/19,Jesús,Vendida,313
2042,5/15/18,Industrial,Venta,Cancún,201,1163388 ,1/24/19,Joaquín,Vendida,254
2043,5/16/18,Local,Alquiler,Monterrey,277,1802993 ,3/1/19,Joaquín,Vendida,289
2044,5/16/17,Terreno,Alquiler,Cancún,123,499380 ,8/17/18,Joaquín,Vendida,458
2045,5/16/17,Oficina,Alquiler,Ciudad de México,257,2203004 ,11/15/18,Pedro,Vendida,548
2046,5/16/18,Oficina,Venta,Monterrey,295,2200405 ,3/24/19,María,Vendida,312
2047,5/16/17,Terreno,Venta,Monterrey,179,832529 ,9/29/18,Jesús,Vendida,501
2048,5/17/18,Local,Venta,Monterrey,184,1113016 ,1/15/19,María,Vendida,243
2049,5/18/17,Industrial,Alquiler,Monterrey,167,853370 ,9/22/18,María,Vendida,492
2050,5/18/17,Oficina,Alquiler,Ciudad de México,176,1214576 ,10/8/18,Luisa,Vendida,508
2051,5/18/17,Departamento,Alquiler,Ciudad de México,149,1099024 ,10/1/18,Luisa,Vendida,501
2052,5/19/18,Industrial,Alquiler,Cancún,49,248283 ,4/14/19,María,Vendida,330
2053,5/19/18,Industrial,Venta,Cancún,280,2370200 ,2/4/19,Luisa,Vendida,261
2054,5/20/17,Oficina,Alquiler,Monterrey,156,1294176 ,10/5/18,Carmen,Vendida,503
2055,5/20/17,Oficina,Alquiler,Tijuana,225,1752975 ,9/22/18,Jesús,Vendida,490
2056,5/20/17,Terreno,Venta,Tijuana,285,2603190 ,11/15/18,Joaquín,Vendida,544
2057,5/20/18,Terreno,Venta,Monterrey,247,2320565 ,5/1/19,Jesús,Vendida,346
2058,5/21/17,Estacionamiento,Venta,Tijuana,213,928041 ,12/10/18,Luisa,Vendida,568
2059,5/21/18,Industrial,Alquiler,Ciudad de México,277,2268076 ,1/25/19,María,Vendida,249
2060,5/21/17,Casa,Venta,Monterrey,273,2682225 ,8/19/18,,En Proceso,455
2061,5/21/18,Casa,Venta,Monterrey,245,2037420 ,4/4/19,Pedro,Vendida,318
2062,5/22/18,Terreno,Venta,Ciudad de México,271,2303500 ,1/22/19,Luisa,Vendida,245
2063,5/22/17,Local,Alquiler,Tijuana,232,1699168 ,8/27/18,Carmen,Vendida,462
2064,5/22/18,Departamento,Venta,Monterrey,203,1315846 ,2/27/19,Carmen,Vendida,281
2065,5/23/18,Casa,Alquiler,Cancún,202,1112010 ,1/29/19,Pedro,Vendida,251
2066,5/24/18,Estacionamiento,Alquiler,Ciudad de México,125,822625 ,1/31/19,Joaquín,Vendida,252
2067,5/25/17,Terreno,Venta,Monterrey,61,380274 ,8/23/18,,En Proceso,455
2068,5/25/18,Casa,Alquiler,Cancún,195,1927770 ,1/10/19,Jesús,Vendida,230
2069,5/26/17,Departamento,Venta,Ciudad de México,129,818505 ,8/30/18,Carmen,Vendida,461
2070,5/26/17,Departamento,Alquiler,Tijuana,43,379905 ,12/26/18,Jesús,Vendida,579
2071,5/26/17,Industrial,Alquiler,Monterrey,278,2336590 ,12/26/18,Luisa,Vendida,579
2072,5/27/18,Departamento,Alquiler,Tijuana,207,1381104 ,4/30/19,María,Vendida,338
2073,5/27/18,Local,Alquiler,Ciudad de México,80,786320 ,1/5/19,Jesús,Vendida,223
2074,5/27/17,Departamento,Alquiler,Monterrey,233,1682260 ,8/25/18,,En Proceso,455
2075,5/28/17,Oficina,Alquiler,Cancún,106,795318 ,9/11/18,Joaquín,Vendida,471
2076,5/28/18,Estacionamiento,Alquiler,Ciudad de México,194,1466058 ,1/29/19,Carmen,Vendida,246
2077,5/28/18,Departamento,Alquiler,Monterrey,253,1162788 ,1/22/19,Luisa,Vendida,239
2078,5/28/18,Departamento,Venta,Monterrey,106,922200 ,3/16/19,Pedro,Vendida,292
2079,5/29/18,Local,Alquiler,Cancún,40,328720 ,3/20/19,Luisa,Vendida,295
2080,5/29/18,Terreno,Venta,Tijuana,228,2203620 ,3/29/19,Joaquín,Vendida,304
2081,5/29/17,Estacionamiento,Venta,Monterrey,202,1524898 ,12/28/18,Carmen,Vendida,578
2082,5/30/17,Oficina,Venta,Tijuana,65,458640 ,11/26/18,Joaquín,Vendida,545
2083,5/30/18,Terreno,Venta,Ciudad de México,83,825518 ,4/29/19,Joaquín,Vendida,334
2084,5/30/17,Local,Venta,Cancún,181,1438226 ,12/27/18,Pedro,Vendida,576
2085,5/31/17,Casa,Alquiler,Ciudad de México,86,419250 ,11/26/18,María,Vendida,544
2086,5/31/17,Casa,Venta,Cancún,190,1410370 ,11/1/18,María,Vendida,519
2087,5/31/17,Casa,Venta,Tijuana,156,916500 ,9/11/18,Joaquín,Vendida,468
2088,6/1/17,Departamento,Venta,Ciudad de México,234,1305720 ,8/31/18,Luisa,Vendida,456
2089,6/1/18,Casa,Alquiler,Cancún,167,685368 ,1/13/19,Carmen,Vendida,226
2090,6/1/18,Casa,Venta,Ciudad de México,270,1097010 ,4/2/19,María,Vendida,305
2091,6/2/18,Casa,Alquiler,Tijuana,209,2017268 ,1/26/19,Luisa,Vendida,238
2092,6/2/17,Estacionamiento,Alquiler,Monterrey,189,1342278 ,12/16/18,Carmen,Vendida,562
2093,6/2/18,Departamento,Venta,Ciudad de México,246,1044762 ,3/22/19,María,Vendida,293
2094,6/3/18,Departamento,Venta,Monterrey,110,1026300 ,2/8/19,Luisa,Vendida,250
2095,6/3/17,Terreno,Venta,Cancún,262,1843694 ,12/29/18,Carmen,Vendida,574
2096,6/3/17,Industrial,Venta,Ciudad de México,122,1107028 ,11/19/18,Pedro,Vendida,534
2097,6/3/17,Oficina,Alquiler,Cancún,91,696696 ,9/1/18,,En Proceso,455
2098,6/3/18,Departamento,Venta,Ciudad de México,224,1705760 ,3/3/19,Jesús,Vendida,273
2099,6/4/18,Departamento,Venta,Tijuana,57,360696 ,2/5/19,Pedro,Vendida,246
2100,6/4/18,Casa,Venta,Tijuana,260,1616680 ,4/25/19,Carmen,Vendida,325
2101,6/4/17,Estacionamiento,Venta,Monterrey,129,616878 ,11/21/18,María,Vendida,535
2102,6/5/17,Estacionamiento,Alquiler,Cancún,211,1126951 ,12/8/18,Joaquín,Vendida,551
2103,6/5/18,Oficina,Venta,Cancún,166,1068376 ,3/14/19,Carmen,Vendida,282
2104,6/5/18,Estacionamiento,Alquiler,Tijuana,173,1251828 ,3/4/19,Joaquín,Vendida,272
2105,6/6/17,Local,Venta,Ciudad de México,126,1199394 ,12/8/18,Carmen,Vendida,550
2106,6/6/18,Departamento,Alquiler,Ciudad de México,264,1344024 ,3/22/19,María,Vendida,289
2107,6/6/18,Local,Alquiler,Cancún,170,1397060 ,4/30/19,Pedro,Vendida,328
2108,6/6/17,Terreno,Alquiler,Ciudad de México,217,1363411 ,12/18/18,Carmen,Vendida,560
2109,6/6/17,Terreno,Venta,Monterrey,294,2353176 ,10/26/18,Pedro,Vendida,507
2110,6/6/18,Estacionamiento,Venta,Cancún,73,395879 ,2/8/19,Jesús,Vendida,247
2111,6/6/17,Estacionamiento,Alquiler,Cancún,81,405324 ,9/4/18,,En Proceso,455
2112,6/6/18,Oficina,Venta,Ciudad de México,209,1637515 ,4/12/19,Jesús,Vendida,310
2113,6/6/17,Industrial,Venta,Tijuana,215,984915 ,12/7/18,María,Vendida,549
2114,6/7/17,Industrial,Alquiler,Monterrey,169,1447316 ,9/5/18,,En Proceso,455
2115,6/7/17,Local,Alquiler,Ciudad de México,201,1342278 ,12/3/18,Luisa,Vendida,544
2116,6/7/18,Industrial,Alquiler,Cancún,270,2632500 ,4/18/19,Carmen,Vendida,315
2117,6/8/17,Casa,Venta,Monterrey,115,1147585 ,11/13/18,Joaquín,Vendida,523
2118,6/8/18,Terreno,Alquiler,Monterrey,71,378359 ,1/11/19,Pedro,Vendida,217
2119,6/8/17,Terreno,Alquiler,Cancún,255,2380170 ,9/30/18,Pedro,Vendida,479
2120,6/9/18,Terreno,Alquiler,Ciudad de México,267,2211294 ,5/6/19,Joaquín,Vendida,331
2121,6/10/17,Industrial,Alquiler,Cancún,298,2693026 ,9/8/18,,En Proceso,455
2122,6/10/18,Local,Venta,Monterrey,160,1368480 ,1/7/19,Joaquín,Vendida,211
2123,6/10/18,Local,Venta,Monterrey,90,872280 ,4/17/19,Joaquín,Vendida,311
2124,6/10/17,Industrial,Alquiler,Cancún,119,1149897 ,10/27/18,Luisa,Vendida,504
2125,6/11/17,Casa,Venta,Monterrey,77,745822 ,12/21/18,Jesús,Vendida,558
2126,6/11/17,Departamento,Venta,Monterrey,98,918652 ,9/9/18,,En Proceso,455
2127,6/11/17,Departamento,Venta,Tijuana,149,701492 ,11/2/18,Carmen,Vendida,509
2128,6/11/18,Local,Alquiler,Cancún,133,936187 ,2/10/19,Pedro,Vendida,244
2129,6/11/17,Departamento,Alquiler,Tijuana,126,1102500 ,10/13/18,Pedro,Vendida,489
2130,6/11/17,Local,Alquiler,Ciudad de México,275,1443750 ,9/9/18,,En Proceso,455
2131,6/11/18,Oficina,Venta,Tijuana,165,1204005 ,1/23/19,María,Vendida,226
2132,6/11/17,Casa,Alquiler,Monterrey,231,2069529 ,12/24/18,Jesús,Vendida,561
2133,6/13/17,Terreno,Venta,Cancún,89,422750 ,9/11/18,,En Proceso,455
2134,6/13/17,Estacionamiento,Venta,Monterrey,282,2717634 ,11/30/18,Pedro,Vendida,535
2135,6/13/17,Local,Venta,Tijuana,245,2090340 ,9/11/18,,En Proceso,455
2136,6/14/17,Oficina,Venta,Ciudad de México,239,2235367 ,10/9/18,María,Vendida,482
2137,6/15/17,Local,Alquiler,Monterrey,161,1027180 ,10/17/18,María,Vendida,489
2138,6/15/17,Oficina,Venta,Ciudad de México,219,958563 ,9/13/18,,En Proceso,455
2139,6/15/17,Terreno,Venta,Monterrey,204,1267452 ,9/13/18,,En Proceso,455
2140,6/16/18,Industrial,Alquiler,Cancún,164,1166860 ,5/7/19,Joaquín,Vendida,325
2141,6/16/18,Terreno,Venta,Tijuana,146,954986 ,4/23/19,María,Vendida,311
2142,6/16/17,Estacionamiento,Alquiler,Ciudad de México,83,797215 ,10/11/18,Pedro,Vendida,482
2143,6/16/18,Departamento,Venta,Cancún,280,2384480 ,1/1/19,Pedro,Vendida,199
2144,6/17/17,Casa,Venta,Tijuana,180,887940 ,10/12/18,Jesús,Vendida,482
2145,6/17/18,Industrial,Venta,Ciudad de México,134,1083256 ,1/5/19,Jesús,Vendida,202
2146,6/17/17,Local,Alquiler,Ciudad de México,245,2030805 ,12/11/18,María,Vendida,542
2147,6/18/18,Terreno,Alquiler,Cancún,45,181170 ,2/5/19,Jesús,Vendida,232
2148,6/18/17,Local,Alquiler,Monterrey,297,2162160 ,12/28/18,Jesús,Vendida,558
2149,6/18/17,Casa,Venta,Cancún,248,1826024 ,9/16/18,,En Proceso,455
2150,6/20/18,Oficina,Alquiler,Ciudad de México,63,413910 ,4/29/19,María,Vendida,313
2151,6/21/18,Oficina,Venta,Monterrey,277,2250348 ,4/21/19,Jesús,Vendida,304
2152,6/21/17,Oficina,Venta,Ciudad de México,212,1736068 ,12/24/18,Joaquín,Vendida,551
2153,6/21/18,Local,Alquiler,Monterrey,97,620218 ,2/2/19,Jesús,Vendida,226
2154,6/21/18,Casa,Alquiler,Tijuana,241,1327669 ,3/10/19,Jesús,Vendida,262
2155,6/22/17,Industrial,Venta,Cancún,91,885339 ,9/28/18,Pedro,Vendida,463
2156,6/22/17,Casa,Alquiler,Cancún,246,2198502 ,11/10/18,Carmen,Vendida,506
2157,6/23/17,Oficina,Alquiler,Cancún,178,1010862 ,11/8/18,Carmen,Vendida,503
2158,6/23/17,Terreno,Venta,Ciudad de México,298,2458798 ,12/10/18,Jesús,Vendida,535
2159,6/24/18,Terreno,Alquiler,Tijuana,177,718266 ,3/20/19,Joaquín,Vendida,269
2160,6/24/18,Terreno,Alquiler,Tijuana,281,1521615 ,4/19/19,Carmen,Vendida,299
2161,6/24/17,Estacionamiento,Alquiler,Tijuana,113,797215 ,12/3/18,María,Vendida,527
2162,6/25/18,Casa,Alquiler,Cancún,213,1253505 ,2/18/19,María,Vendida,238
2163,6/25/17,Departamento,Venta,Cancún,66,373032 ,9/23/18,,En Proceso,455
2164,6/25/17,Estacionamiento,Alquiler,Ciudad de México,155,912330 ,11/28/18,Pedro,Vendida,521
2165,6/25/17,Oficina,Venta,Monterrey,246,1087812 ,10/24/18,Jesús,Vendida,486
2166,6/26/17,Departamento,Venta,Ciudad de México,99,819621 ,10/11/18,Pedro,Vendida,472
2167,6/27/17,Departamento,Venta,Monterrey,214,1988702 ,9/25/18,,En Proceso,455
2168,6/28/18,Departamento,Alquiler,Monterrey,71,320281 ,3/7/19,Jesús,Vendida,252
2169,6/28/17,Casa,Venta,Ciudad de México,214,1504420 ,12/14/18,Joaquín,Vendida,534
2170,6/30/18,Departamento,Alquiler,Monterrey,68,396780 ,2/10/19,Carmen,Vendida,225
2171,6/30/17,Terreno,Alquiler,Monterrey,126,536634 ,9/28/18,,En Proceso,455
2172,6/30/18,Terreno,Venta,Ciudad de México,209,1844425 ,4/10/19,Pedro,Vendida,284
2173,6/30/18,Oficina,Venta,Monterrey,291,2849763 ,4/28/19,Joaquín,Vendida,302
2174,6/30/17,Industrial,Venta,Monterrey,46,373106 ,9/28/18,,En Proceso,455
2175,7/1/18,Industrial,Alquiler,Tijuana,160,774400 ,2/7/19,Joaquín,Vendida,221
2176,7/1/17,Industrial,Venta,Monterrey,212,1691124 ,10/19/18,María,Vendida,475
2177,7/1/18,Estacionamiento,Alquiler,Monterrey,89,594698 ,3/25/19,Jesús,Vendida,267
2178,7/1/17,Estacionamiento,Alquiler,Ciudad de México,234,1182636 ,12/4/18,Carmen,Vendida,521
2179,7/2/18,Industrial,Venta,Monterrey,195,1576380 ,4/24/19,Luisa,Vendida,296
2180,7/2/18,Estacionamiento,Alquiler,Cancún,147,1362984 ,2/12/19,Carmen,Vendida,225
2181,7/2/17,Estacionamiento,Alquiler,Tijuana,163,1298947 ,12/23/18,María,Vendida,539
2182,7/2/17,Terreno,Alquiler,Cancún,187,1059916 ,10/3/18,Carmen,Vendida,458
2183,7/3/17,Industrial,Alquiler,Ciudad de México,103,517472 ,10/1/18,,En Proceso,455
2184,7/4/18,Industrial,Alquiler,Monterrey,74,304288 ,5/7/19,Luisa,Vendida,307
2185,7/4/17,Industrial,Alquiler,Tijuana,275,2415325 ,12/17/18,Carmen,Vendida,531
2186,7/4/17,Casa,Venta,Tijuana,267,2091144 ,12/24/18,Luisa,Vendida,538
2187,7/4/17,Oficina,Venta,Tijuana,250,1298500 ,11/24/18,Joaquín,Vendida,508
2188,7/5/17,Estacionamiento,Alquiler,Tijuana,283,1470185 ,12/18/18,Jesús,Vendida,531
2189,7/6/18,Industrial,Alquiler,Tijuana,212,1758964 ,3/24/19,Luisa,Vendida,261
2190,7/6/18,Local,Alquiler,Monterrey,76,546440 ,4/10/19,Luisa,Vendida,278
2191,7/7/17,Departamento,Venta,Monterrey,136,580856 ,10/5/18,,En Proceso,455
2192,7/7/18,Departamento,Alquiler,Monterrey,58,350610 ,3/9/19,María,Vendida,245
2193,7/7/17,Industrial,Venta,Monterrey,144,598320 ,10/5/18,,En Proceso,455
2194,7/8/18,Departamento,Alquiler,Tijuana,245,1284045 ,5/7/19,Joaquín,Vendida,303
2195,7/8/18,Local,Venta,Monterrey,103,766320 ,4/24/19,Jesús,Vendida,290
2196,7/8/18,Local,Alquiler,Tijuana,155,845370 ,4/13/19,Joaquín,Vendida,279
2197,7/9/17,Oficina,Venta,Tijuana,81,654885 ,11/13/18,Pedro,Vendida,492
2198,7/9/17,Terreno,Venta,Tijuana,157,914839 ,10/21/18,Jesús,Vendida,469
2199,7/10/18,Casa,Alquiler,Ciudad de México,83,503478 ,4/4/19,Joaquín,Vendida,268
2200,7/10/18,Local,Alquiler,Monterrey,50,390400 ,1/15/19,Carmen,Vendida,189
2201,7/10/18,Estacionamiento,Venta,Tijuana,93,512430 ,4/28/19,Carmen,Vendida,292
2202,7/10/18,Terreno,Venta,Cancún,191,1127473 ,4/1/19,Luisa,Vendida,265
2203,7/10/17,Industrial,Venta,Cancún,169,1154101 ,10/8/18,,En Proceso,455
2204,7/11/18,Industrial,Venta,Ciudad de México,138,668748 ,1/19/19,Carmen,Vendida,192
2205,7/11/17,Estacionamiento,Venta,Tijuana,256,2470912 ,10/9/18,,En Proceso,455
2206,7/13/17,Oficina,Venta,Ciudad de México,58,409712 ,10/11/18,,En Proceso,455
2207,7/13/18,Terreno,Venta,Tijuana,167,888941 ,4/19/19,Luisa,Vendida,280
2208,7/13/18,Departamento,Alquiler,Ciudad de México,290,2702220 ,3/16/19,Carmen,Vendida,246
2209,7/14/18,Departamento,Alquiler,Cancún,139,879870 ,2/21/19,Pedro,Vendida,222
2210,7/16/17,Estacionamiento,Alquiler,Monterrey,274,2189534 ,11/17/18,Luisa,Vendida,489
2211,7/16/18,Industrial,Alquiler,Ciudad de México,83,375243 ,1/14/19,Pedro,Vendida,182
2212,7/16/18,Oficina,Venta,Monterrey,130,1061710 ,3/11/19,Pedro,Vendida,238
2213,7/16/18,Casa,Venta,Monterrey,101,889608 ,1/13/19,María,Vendida,181
2214,7/17/17,Terreno,Alquiler,Tijuana,155,950615 ,11/15/18,María,Vendida,486
2215,7/17/18,Terreno,Alquiler,Tijuana,234,1016964 ,3/18/19,Luisa,Vendida,244
2216,7/17/18,Departamento,Alquiler,Monterrey,244,1315648 ,3/1/19,María,Vendida,227
2217,7/18/17,Terreno,Alquiler,Ciudad de México,252,1889748 ,11/23/18,Luisa,Vendida,493
2218,7/18/17,Casa,Venta,Tijuana,229,1634373 ,12/19/18,Jesús,Vendida,519
2219,7/18/17,Industrial,Venta,Tijuana,193,1559054 ,10/16/18,,En Proceso,455
2220,7/18/17,Industrial,Alquiler,Tijuana,132,949344 ,10/16/18,,En Proceso,455
2221,7/19/18,Terreno,Alquiler,Ciudad de México,273,2682225 ,2/4/19,Pedro,Vendida,200
2222,7/19/18,Terreno,Venta,Cancún,213,1359579 ,2/24/19,Carmen,Vendida,220
2223,7/19/17,Estacionamiento,Venta,Monterrey,150,1076250 ,11/5/18,Carmen,Vendida,474
2224,7/19/17,Estacionamiento,Alquiler,Monterrey,147,891849 ,10/17/18,,En Proceso,455
2225,7/20/18,Local,Venta,Ciudad de México,265,1632930 ,3/8/19,María,Vendida,231
2226,7/20/17,Oficina,Alquiler,Monterrey,170,1039380 ,11/25/18,Joaquín,Vendida,493
2227,7/21/17,Oficina,Venta,Tijuana,258,1700994 ,10/23/18,Jesús,Vendida,459
2228,7/21/18,Terreno,Venta,Monterrey,68,489600 ,3/17/19,Jesús,Vendida,239
2229,7/21/18,Oficina,Alquiler,Tijuana,91,659022 ,2/26/19,Pedro,Vendida,220
2230,7/22/18,Casa,Venta,Ciudad de México,259,1626779 ,5/1/19,Joaquín,Vendida,283
2231,7/22/18,Estacionamiento,Venta,Tijuana,64,485824 ,2/24/19,María,Vendida,217
2232,7/22/17,Estacionamiento,Venta,Monterrey,200,1021000 ,11/20/18,Joaquín,Vendida,486
2233,7/23/18,Oficina,Alquiler,Ciudad de México,157,1095860 ,4/21/19,Luisa,Vendida,272
2234,7/23/17,Estacionamiento,Venta,Monterrey,98,497546 ,12/24/18,Luisa,Vendida,519
2235,7/24/18,Oficina,Venta,Tijuana,112,670208 ,2/25/19,María,Vendida,216
2236,7/24/18,Departamento,Alquiler,Ciudad de México,163,1550456 ,2/3/19,Carmen,Vendida,194
2237,7/24/17,Departamento,Alquiler,Cancún,293,1431891 ,10/22/18,,En Proceso,455
2238,7/25/17,Departamento,Alquiler,Ciudad de México,195,1899690 ,11/18/18,Jesús,Vendida,481
2239,7/25/18,Estacionamiento,Alquiler,Ciudad de México,159,931104 ,3/20/19,María,Vendida,238
2240,7/26/17,Estacionamiento,Alquiler,Monterrey,123,714999 ,10/24/18,,En Proceso,455
2241,7/27/18,Oficina,Venta,Tijuana,143,1365936 ,3/13/19,María,Vendida,229
2242,7/27/17,Estacionamiento,Alquiler,Cancún,177,1064301 ,10/25/18,,En Proceso,455
